Grau	Codigo	Descricao	Categoria	Data Início	Data Fim
N6	03019110	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019190	OUTRAS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03019200	-- ENGUIAS (ANGUILLA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019210	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019290	OUTRAS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03019300	-- CARPAS (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019310	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019390	OUTRAS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03019400	-- ATUNS-AZUIS (ATUNS) (THUNNUS THYNNUS, THUNNUS ORIENTALIS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019410	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019490	OUTRAS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03019500	-- ATUM-AZUL DO SUL (ATUM) (THUNNUS MACCOYII)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019510	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019590	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03019900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019910	PARA REPRODUÇÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019911	TILÁPIAS (TILAPIA SPP., OREOCHROMIS SPP., SAROTHERODON SPP., DANAKILIA SPP.; SEUS HÍBRIDOS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019912	ESTURJÕES (ACIPENSER BAERII, ACIPENSER GUELDENSTAEDTII, ACIPENSER PERSICUS, ACIPENSER STELLATUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019919	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03019990	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019991	TILÁPIAS (TILAPIA SPP., OREOCHROMIS SPP., SAROTHERODON SPP., DANAKILIA SPP.; SEUS HÍBRIDOS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019992	ESTURJÕES (ACIPENSER BAERII, ACIPENSER GUELDENSTAEDTII, ACIPENSER PERSICUS, ACIPENSER STELLATUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03019999	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N3	03020000	PEIXES FRESCOS OU REFRIGERADOS, EXCETO OS FILÉS (FILETES) DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04.	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03021000	- SALMONÍDEOS, EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03021100	-- TRUTAS (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE E ONCORHYNCHUS CHRYSOGASTER)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03021300	-- SALMÕES-DO-PACÍFICO (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU E ONCORHYNCHUS RHODURUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03021400	-- SALMÃO-DO-ATLÂNTICO (SALMO SALAR) E SALMÃO-DO-DANÚBIO (HUCHO HUCHO)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03021900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03022000	- PEIXES CHATOS (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE E CITHARIDAE), EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03022100	-- LINGUADOS-GIGANTES (ALABOTES*) (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03022200	-- SOLHA (PLEURONECTES PLATESSA)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03022300	-- LINGUADOS (SOLEA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03022400	-- PREGADO (PSETTA MAXIMA)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03022900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03023000	- ATUNS (DO GÊNERO THUNNUS), BONITO-LISTRADO (GAIADO*) (KATSUWONUS PELAMIS), EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023100	-- ALBACORA-BRANCA (ATUM) (THUNNUS ALALUNGA)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023200	-- ALBACORA-LAJE (ATUM) (THUNNUS ALBACARES)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023300	-- BONITO-LISTRADO (GAIADO*) (KATSUWONUS PELAMIS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023400	-- ALBACORA-BANDOLIM (ATUM) (THUNNUS OBESUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023500	-- ATUNS-AZUIS (ATUNS) (THUNNUS THYNNUS, THUNNUS ORIENTALIS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023600	-- ATUM-AZUL DO SUL (ATUM) (THUNNUS MACCOYII)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03023900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03024000	- ARENQUES (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVAS (BIQUEIRÕES*) (ENGRAULIS SPP.), SARDINHAS (SARDINA PILCHARDUS, SARDINOPS SPP., SARDINELLA SPP.) (SARDINHA (SARDINA PILCHARDUS) E SARDINELAS (SARDINOPS SPP., SARDINELLA SPP.)*), ANCHOVETA (ESPADILHA*) (SPRATTUS SPRATTUS), CAVALINHAS (SARDAS E CAVALAS*) (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), CAVALAS-DO-ÍNDICO (RASTRELLIGER SPP.), SERRAS (SCOMBEROMORUS SPP.), CARAPAUS (TRACHURUS SPP.), XARÉUS (CARANX SPP.), BIJUPIRÁ (COBIA*) (RACHYCENTRON CANADUM), PAMPOS-PRATEADO (PAMPUS SPP.), AGULHÃO-DO-JAPÃO (COLOLABIS SAIRA), CHARROS (DECAPTERUS SPP.), CAPELIM (MALLOTUS VILLOSUS), ESPADARTE (XIPHIAS GLADIUS), MERMA-ORIENTAL (EUTHYNNUS AFFINIS), BONITOS (SARDA SPP.), ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE), EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024100	-- ARENQUES (CLUPEA HARENGUS, CLUPEA PALLASII)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024200	-- ANCHOVAS (BIQUEIRÕES*) (ENGRAULIS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03024210	ANCHOITA (ENGRAULIS ANCHOITA)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03024290	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024300	-- SARDINHAS (SARDINA PILCHARDUS, SARDINOPS SPP., SARDINELLA SPP.) (SARDINHA (SARDINA PILCHARDUS) E SARDINELAS (SARDINOPS SPP., SARDINELLA SPP.)*), ANCHOVETA (ESPADILHA*) (SPRATTUS SPRATTUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024400	-- CAVALINHAS (SARDAS E CAVALAS*) (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024500	-- CARAPAUS (TRACHURUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024600	-- BIJUPIRÁ (COBIA*) (RACHYCENTRON CANADUM)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024700	-- ESPADARTE (XIPHIAS GLADIUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03024900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03024910	ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03024990	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03025000	- PEIXES DAS FAMÍLIAS BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE E MURAENOLEPIDIDAE, EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025100	-- BACALHAU-DO-ATLÂNTICO (GADUS MORHUA), BACALHAU-DA-GROELÂNDIA (GADUS OGAC) E BACALHAU-DO-PACÍFICO (GADUS MACROCEPHALUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025200	-- HADOQUE (ARINCA*) (MELANOGRAMMUS AEGLEFINUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025300	-- SAITHE (ESCAMUDO*) (POLLACHIUS VIRENS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025400	-- MERLUZAS (PESCADAS*) E ABRÓTEAS (MERLUCCIUS SPP., UROPHYCIS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025500	-- POLACA-DO-ALASCA (ESCAMUDO-DO-ALASCA*) (THERAGRA CHALCOGRAMMA)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025600	-- VERDINHOS (MICROMESISTIUS POUTASSOU, MICROMESISTIUS AUSTRALIS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03025900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03027000	- TILÁPIAS (OREOCHROMIS SPP.), BAGRES (PEIXES-GATO*) (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARPAS (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.), ENGUIAS (ANGUILLA SPP.), PERCA-DO-NILO (LATES NILOTICUS) E PEIXES CABEÇA-DE-SERPENTE (CHANNA SPP.), EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03027100	-- TILÁPIAS (OREOCHROMIS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03027200	-- BAGRES (PEIXES-GATO*) (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03027210	BAGRE AMERICANO (ICTALURUS PUNCTATUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03027290	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03027300	-- CARPAS (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03027400	-- ENGUIAS (ANGUILLA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03027900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03028000	- OUTROS PEIXES, EXCETO SUBPRODUTOS COMESTÍVEIS DE PEIXES DAS SUBPOSIÇÕES 0302.91 A 0302.99:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028100	-- CAÇÃO E OUTROS TUBARÕES	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028200	-- RAIAS (RAJIDAE)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028300	-- MERLUZA NEGRA E MERLUZA ANTÁRTICA (MARLONGAS*) (DISSOSTICHUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028310	MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028320	MERLUZA ANTÁRTICA (DISSOSTICHUS MAWSONI)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028400	-- ROBALOS (DICENTRARCHUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028500	-- ESPARÍDEOS (SPARIDAE)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03028900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028910	PARGO (LUTJANUS PURPUREUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028920	CHERNE-POVEIRO (POLYPRION AMERICANUS), GAROUPAS (ACANTHISTIUS SPP.), ESTURJÃO (ACIPENSER BAERII) E PEIXES-REI (ATHERINA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028921	CHERNE-POVEIRO (POLYPRION AMERICANUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028922	GAROUPAS (ACANTHISTIUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028923	ESTURJÃO (ACIPENSER BAERII)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028924	PEIXES-REI (ATHERINA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028930	CURIMATÃS (PROCHILODUS SPP.), TILÁPIAS (TILAPIA SPP., SAROTHERODON SPP., DANAKILIA SPP.; SEUS HÍBRIDOS), SURUBINS (PSEUDOPLATYSTOMA SPP.), TRAÍRA (HOPLIAS MALABARICUS & H. CF. LACERDAE), PIAUS (LEPORINUS SPP.), TAINHAS (MUGIL SPP.), PIRARUCU (ARAPAIMA GIGAS) E PESCADAS (CYNOSCION SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028931	CURIMATÃS (PROCHILODUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028932	TILÁPIAS (TILAPIA SPP., SAROTHERODON SPP., DANAKILIA SPP.; SEUS HÍBRIDOS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028933	SURUBINS (PSEUDOPLATYSTOMA SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028934	TRAÍRA (HOPLIAS MALABARICUS & H. CF. LACERDAE)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028935	PIAUS (LEPORINUS SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028936	TAINHAS (MUGIL SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028937	PIRARUCU (ARAPAIMA GIGAS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028938	PESCADAS (CYNOSCION SPP.)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028940	PIRAMUTABA (BRACHYPLATYSTOMA VAILLANTII), DOURADA (BRACHYPLATYSTOMA FLAVICANS), PACU (PIARACTUS MESOPOTAMICUS), TAMBAQUI (COLOSSOMA MACROPOMUM) E TAMBACU (HÍBRIDO DE TAMBAQUI E PACU)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028941	PIRAMUTABA (BRACHYPLATYSTOMA VAILLANTII)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028942	DOURADA (BRACHYPLATYSTOMA FLAVICANS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028943	PACU (PIARACTUS MESOPOTAMICUS)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028944	TAMBAQUI (COLOSSOMA MACROPOMUM)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N7	03028945	TAMBACU (HÍBRIDO DE TAMBAQUI E PACU)	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N6	03028990	OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N4	03029000	- FÍGADOS, OVAS, GÔNADAS MASCULINAS, BARBATANAS, CABEÇAS, CAUDAS, BEXIGAS-NATATÓRIAS E OUTROS SUBPRODUTOS COMESTÍVEIS DE PEIXES:	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03029100	-- FÍGADOS, OVAS E GÔNADAS MASCULINAS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03029200	-- BARBATANAS DE TUBARÃO	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N5	03029900	-- OUTROS	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
N3	03030000	PEIXES CONGELADOS, EXCETO OS FILÉS (FILETES) DE PEIXES E OUTRA CARNE DE PEIXES DA POSIÇÃO 03.04.	03: PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS. 	01/04/2022	31/12/9999
